draw,beta_event_0
159,9.866789723539083e-4
160,6.097673671744473e-4
161,5.389828113698038e-4
162,-7.592133418729315e-4
163,-0.0016616717718822124
164,0.00082359689055843505
165,-5.379785487336756e-4
166,-8.398808905160661e-4
167,3.600266470104375e-4
168,-4.115157010558792e-4
169,2.479375878176712e-4
170,-5.225232368677784e-4
171,2.2357215997500447e-4
172,-6.552465898148593e-4
173,-3.255413614039994e-4
174,-9.992323264252529e-5
175,-1.2075075134113206e-4
176,-5.533437671548516e-4
177,6.121098203915717e-4
178,-1.8014998944319404e-4
179,-3.8542266093816245e-4
180,6.794764144677677e-4
181,-2.973496368229882e-4
182,0.0012180636062162143
183,-2.1906733619229341e-4
184,3.771512381346806e-4
185,4.728885137748203e-4
186,6.259140028663246e-4
187,-0.0020981302516861152
188,-2.8664338590634784e-4
189,3.8562262970004635e-4
190,1.0238815802812436e-4
191,2.834559723737016e-4
192,-0.0013439156149063014
193,-1.8842656836588967e-4
194,6.227910895282745e-4
195,2.4004890962198985e-4
196,2.878162032477644e-4
197,4.65457165122449e-4
198,-1.0309006618415315e-4
199,5.224493418716611e-4
200,4.871210623832231e-4
201,3.721085148945596e-5
202,-1.5320064762880598e-4
203,-1.5481318118160364e-5
204,4.6144373412839324e-4
205,-5.722327538839159e-4
206,9.748862536528642e-4
207,6.801343174689213e-4
208,-2.8715958601574927e-4
209,9.053356203764327e-5
210,-5.209920818313703e-4
211,5.664377199060554e-4
212,-0.00035879560985173045
213,7.003352239016907e-5
214,-0.0015484572166146707
215,-8.400772600364021e-4
216,-0.0011781203295504515
217,7.547780584589823e-4
218,-6.5244971286584094e-6
219,-1.7160667998625392e-4
220,0.001033839748361793
221,-6.734515535222535e-4
222,-2.629690689029146e-4
223,-3.9149617026801303e-4
224,0.001488514640521383
225,8.967943077065382e-4
226,-1.5433911897066633e-4
227,3.5077124958545055e-4
228,0.0015889241663472838
229,2.465875812284081e-5
230,-5.566599916145309e-6
231,-2.584197102612548e-4
232,-1.5450918933843994e-4
233,-5.281304540864993e-4
234,6.552284957264541e-4
235,9.554239770688582e-4
236,1.6930052447972028e-4
237,3.6240289378765533e-4
238,4.644852966270282e-4
239,1.245207154595701e-4
240,-0.0012494123604060235
241,-3.032536353541347e-4
242,3.149467490712307e-4
243,8.39806817747893e-5
244,-2.6149449492990893e-4
245,-0.0013651494274582341
246,-0.001621526047958929
247,2.6650947732981083e-4
248,9.735352635962131e-4
249,-0.002042052510120865
250,5.825958339131714e-4
251,-0.0015690659629295672
252,8.656604288468353e-4
253,6.928643345867398e-4
254,4.5054284319747214e-4
255,-0.0013802188534906782
256,6.893780579682024e-4
257,0.0012784138406253993
258,-9.400835169656521e-4
259,-6.823050817619348e-5
260,-6.717651806834393e-5
261,-1.0820050435399387e-4
262,-8.1437112116053e-5
263,-5.725738103471284e-4
264,-5.109364645474913e-4
265,-3.373589998524445e-4
266,5.683903611691203e-4
267,-7.480364379601989e-4
268,4.289398605399828e-4
269,8.370545437437549e-4
270,-4.6335818606526837e-4
271,-5.872441245860012e-4
272,-8.587084921147076e-4
273,-2.2157777957389078e-4
274,0.0013929859840213698
275,-8.908523861493474e-4
276,-7.963306263756532e-4
277,1.3364989507018706e-4
278,-0.0011288601189798943
279,5.274606443842536e-4
280,0.0013132046633725827
281,-2.1416164513202718e-4
282,0.0012459043109181924
283,-2.5515543716270173e-4
284,-7.018223141462939e-4
285,4.157385558812167e-4
286,3.6674940784943617e-4
287,-9.407189462291083e-4
288,2.007717750894299e-4
289,0.0011744040036406106
290,0.001581825712604393
291,4.2328240840551316e-4
292,4.8190901652261843e-4
293,9.295317384140805e-4
294,-5.770218255875281e-5
295,-0.001071315810380567
296,3.716140337265962e-4
297,7.382122084654469e-4
298,7.512771171419635e-4
299,6.399693945620894e-5
300,-0.0014344059053114466
301,3.5098588683885203e-4
302,0.001315822731689163
303,-0.0012129600858293396
304,-9.269698981493456e-4
305,-5.658685008230648e-4
306,1.6591817229527937e-5
307,0.0016800253262027707
308,3.080263992006239e-4
309,6.191401615955244e-4
310,6.126809927762327e-5
311,8.375586098036244e-5
312,-3.0800274512779685e-4
313,1.2471191931710975e-4
314,0.0011926302953860048
315,-1.72416820591645e-4
316,-0.0011766226547314845
317,6.54841000745765e-4
318,-2.7859937201731326e-4
319,9.374847345332829e-4
320,8.098621988317239e-4
321,2.4926868396113716e-4
322,-1.0210781963703171e-4
323,0.0013880551406915732
324,6.579184371230124e-4
325,5.545764500591369e-4
326,-8.212840236847744e-4
327,8.956117066656422e-4
328,7.483350306686156e-4
329,2.0244840242156274e-4
330,5.003111546047904e-4
331,-4.2979788432765634e-4
332,-0.001098705940830692
333,0.0010357850301480104
334,5.614359544376247e-4
335,1.4628954690250573e-4
336,6.96155328875643e-4
337,7.30477395533371e-4
338,8.850745584711864e-4
339,0.0010646441019558318
340,3.434790562861064e-4
341,-0.001113852393286344
342,-0.0013671233700877786
343,-0.0010168329753502642
344,2.871150216560925e-4
345,-8.087904994421122e-5
346,1.4426396154579651e-4
347,2.538209334072289e-4
348,4.767936874711466e-4
349,-0.0011833070709911728
350,1.983782507422953e-4
351,-2.7162294658283242e-5
352,0.001892263442874567
353,-8.665897897697624e-4
354,-0.0020060199679509793
355,-2.7264099812336113e-4
356,-6.802993930205754e-5
357,-0.0012752026632490458
358,-1.8901131604339723e-4
359,-0.001293961802235001
360,-1.0700752787657714e-4
361,6.098237800812636e-4
362,-0.0016324657308785196
363,-9.146405623918165e-4
364,-3.383363723974699e-4
365,-6.728513458095148e-4
366,-3.688435207744155e-4
367,8.328320278776913e-5
368,-9.054486523355849e-5
369,-5.7012460678881e-4
370,0.0010190784369136176
371,4.712122423164944e-4
372,0.0013325676257557669
373,7.741021729561642e-4
374,5.132524062389805e-4
375,0.0018324458083282286
376,0.0011703874565174698
377,-5.762383438976558e-4
378,-7.134353291220138e-4
379,5.462146949599012e-4
380,-2.765793858394386e-4
381,-3.290029142487508e-4
382,3.5747123330585775e-4
383,-6.6575986772388e-4
384,-8.918887087106176e-5
385,-3.048935946153558e-4
386,9.694625055931236e-4
387,4.485447764867767e-4
388,-6.523533499651423e-4
389,-6.495102980685868e-4
390,-8.515626512496489e-4
391,0.0011465666828751964
392,3.318866401783728e-4
393,-6.528269132329034e-4
394,0.0011291958820418453
395,2.0356517721956227e-5
396,7.353362500649369e-4
397,1.373888248906054e-4
398,1.460261977368548e-4
399,0.0010918514933163316
400,-8.704359335525995e-4
401,6.243055595954942e-4
402,-3.615735585157656e-4
403,-4.285548548137579e-4
404,-4.435949691890791e-4
405,-5.512149875649526e-4
406,-6.640286491741294e-4
407,-3.4532581461382486e-4
408,9.57886736555365e-6
409,-5.300429426467739e-4
410,-0.00141203200286056
411,0.0011147980590295774
412,1.914831351761248e-4
413,-2.113887856598601e-4
414,-1.048533215089153e-4
415,0.001751838554248521
416,-5.529329188906825e-4
417,5.057773943403182e-4
418,-4.866576355407625e-4
419,-3.7661522049771537e-4
420,5.024335708755138e-4
421,-0.0011453540682152886
422,8.869490235106851e-4
423,-8.498817538298412e-4
424,3.1453017405315084e-4
425,5.877639653841969e-4
426,-0.001045121000390109
427,4.787483258510894e-4
428,-7.660791731295553e-4
429,1.9978995768772282e-4
430,6.099423802838752e-4
431,2.374514725944614e-4
432,8.932265717685126e-4
433,7.795255409884615e-5
434,1.05544760955837e-4
435,-3.860744518185638e-4
436,0.0012701244146439464
437,4.542045967400302e-4
438,-3.4537111103289254e-4
439,4.524520952812961e-4
440,-4.4598086921161594e-4
441,-2.470787412975052e-4
442,-2.745251195823261e-4
443,1.1166963681196421e-4
444,3.901173684792644e-4
445,0.001774273342989261
446,-4.6573371164793467e-4
447,2.7350115927383804e-4
448,1.9058829854986883e-4
449,4.349267542555705e-4
450,0.0013951919182196158
451,-0.0020345200605021542
452,-2.733113815675668e-4
453,0.001015534075152836
454,5.891303987471995e-4
455,0.0010306658697887788
456,2.0568752422952096e-4
457,-0.0018341702387490062
458,6.915305318815293e-4
459,-7.335184981046149e-4
460,-9.888456960496345e-5
461,-1.9854775859451185e-5
462,4.975197330955939e-4
463,9.89459189660421e-4
464,-9.834311521132533e-4
465,0.0010275416150299847
466,-4.888428362207972e-4
467,-8.000625257512633e-4
468,-7.036999098083126e-4
469,6.963824426880322e-5
470,2.917128164458394e-4
471,2.7475654940438144e-4
472,1.7998748613750132e-4
473,-9.259143534945447e-5
474,-4.37711932915552e-4
475,-5.693715011501245e-5
476,-5.825695748904578e-4
477,-2.1329207857252903e-4
478,4.218433158744352e-4
479,3.092516193218596e-5
480,-1.2967349034326468e-4
481,-3.434022631512608e-4
482,-0.0011353716750683379
483,-5.164488065292084e-4
484,-6.075206916109289e-4
485,2.887567967239114e-4
486,-4.1210671592776437e-4
487,5.028686307579006e-4
488,6.910726136100659e-4
489,4.635286676230334e-4
490,0.001063614824906777
491,5.110344660633958e-4
492,-5.373479206192683e-4
493,-4.8820990327706504e-4
494,1.1295305350443949e-4
495,8.991671147364081e-4
496,9.44250552479709e-4
497,2.12159964288871e-4
498,4.010710804141666e-5
499,-8.66467877213092e-6
500,-0.0011093188298339266
