draw,beta_event_0
398,-0.001429260478069569
399,-7.387192434812017e-4
400,-5.491550550173674e-4
401,-0.0010727988398240617
402,9.499579666171108e-4
403,-0.001052883584795813
404,0.0013254252377100804
405,0.0010489275486713977
406,-6.887961348169825e-4
407,0.00250788832979305
408,-3.621891658879981e-5
409,-3.760909630780632e-5
410,0.0010480733672469957
411,-0.0022336644573125375
412,1.5834199853501964e-6
413,0.0018998648342612155
414,-0.0010519645772110089
415,-0.0012378553781993212
416,7.361924566362532e-5
417,-0.0022022894136421492
418,-0.0012454746617949664
419,8.024646138297966e-4
420,1.6824908786750722e-4
421,6.09755682603428e-4
422,4.487685632179949e-4
423,-5.013753554071866e-5
424,0.0010102466408614006
425,-0.0013527595572643742
426,0.002239471269338057
427,-0.001962234144268908
428,4.319951360833381e-4
429,0.0018883282270984172
430,-5.328587452357657e-4
431,-0.0015539130528359122
432,-5.664016855931391e-4
433,0.0012208587625476468
434,-0.0016603992134491367
435,-0.0013293141192718115
436,3.7628918345279487e-6
437,0.0010835540587747646
438,0.0012176389952756905
439,-3.3816385040742216e-4
440,-7.120114631560861e-4
441,9.649412437077562e-4
442,-0.0011332571607197363
443,7.680052194849596e-4
444,-3.6626511433450666e-4
445,-0.002236972145998221
446,-4.565462405679104e-4
447,-7.613343385660892e-4
448,6.434584886710995e-5
449,-0.0020961543747751174
450,-0.0012820657767477033
451,3.5296688843210357e-4
452,3.8691314730590723e-4
453,-0.0016186932438339604
454,-1.9846427520448835e-4
455,-0.0018632438557514427
456,-0.003251962494361991
457,0.0010809434503474685
458,0.0010579662189488413
459,-3.860780910362195e-4
460,-5.171582719703261e-4
461,-0.0033844009379427947
462,-2.8858769242720735e-4
463,0.0011306350198712633
464,9.925879936394314e-4
465,-7.933794033681961e-4
466,0.0021874458615030365
467,0.001797335968216485
468,6.816512741752302e-4
469,-3.00868855786232e-4
470,-4.4899631555150366e-4
471,-0.0015392844605445076
472,-7.390972760509032e-4
473,-4.8135692195099304e-4
474,-5.249282926420189e-4
475,4.7709972055640256e-4
476,-0.0016919892012365136
477,-4.6897723406801864e-5
478,-0.001039037059074119
479,0.0025902387735004476
480,0.0010731435615446306
481,1.5613588632652775e-4
482,5.490957926686142e-4
483,0.0012710113738513586
484,9.217692159816746e-4
485,-6.566494459409566e-4
486,-0.001245741703845999
487,-9.3075990139761e-4
488,0.0017509719159519567
489,3.583155636894582e-5
490,9.390468892343403e-4
491,-7.322869160776061e-4
492,-2.118568357902639e-4
493,-6.723629931771805e-4
494,1.485593158259048e-4
495,-9.133602198529031e-4
496,1.620326323034965e-4
497,-0.0011469011636526857
498,0.001146954790724719
499,-4.7683809865713177e-4
500,9.31153167260631e-4
