draw,beta_event_0
104,9.613665925916815e-4
105,-6.399534036563279e-4
106,1.0957606677095631e-4
107,7.915473520685866e-4
108,2.3129815803519572e-4
109,-9.390122851626282e-4
110,5.218389693057493e-4
111,-3.22162841037145e-4
112,2.9685000597837283e-4
113,-0.0010473190312623773
114,2.5799361632273686e-4
115,-1.487760365053929e-4
116,3.265031814507836e-4
117,-5.2892429255704815e-5
118,9.143166165088676e-4
119,0.001687634190333018
120,-8.706049821751426e-4
121,-5.517099356277539e-4
122,-2.8277288255472145e-5
123,-2.4700062509197714e-4
124,0.0011086333006322985
125,-4.368517308876227e-4
126,-1.8100928379740578e-4
127,0.0010783439836870798
128,1.1346923955817716e-4
129,2.3968905966933486e-4
130,1.3473016514340173e-5
131,7.597110603924182e-4
132,-9.376083819676766e-4
133,0.0011633229674739556
134,4.3450614390494696e-4
135,-5.307991474142174e-4
136,-2.0609487205042364e-4
137,-3.553842027805099e-5
138,5.889815207580146e-4
139,1.4021857156789024e-4
140,2.514330465649521e-4
141,3.6955997823202375e-4
142,0.0010609695971136642
143,-6.762870021183477e-4
144,3.152740158635745e-4
145,-2.499428989174212e-5
146,1.5598066872704684e-4
147,-9.00781450721453e-5
148,0.0013589437319894819
149,7.678880649961181e-4
150,-0.0019332279787112236
151,3.037617231029378e-4
152,-0.0010312343601001704
153,5.009808179565249e-5
154,0.0012367509574848143
155,4.6175283065517936e-5
156,9.786256954409466e-5
157,-1.487542236929693e-4
158,-3.7084055087607825e-4
159,-9.84656199521672e-4
160,-6.008589135849649e-4
161,-5.323292779464913e-4
162,7.509474320024362e-4
163,0.0016348165610670675
164,-8.532710466639058e-4
165,5.348550868535988e-4
166,8.427381105903228e-4
167,-3.377433548367e-4
168,4.1467831880785943e-4
169,-2.4872924233823124e-4
170,5.203831075587663e-4
171,-2.4881170657895413e-4
172,6.508475148016614e-4
173,3.403499925159664e-4
174,9.97934837490877e-5
175,1.0722589847674715e-4
176,5.315554907399478e-4
177,-5.934922018498926e-4
178,2.305398324108709e-4
179,3.606350883673209e-4
180,-6.820464408253436e-4
181,2.8872161312372456e-4
182,-0.0011879654773673419
183,2.2931295165553247e-4
184,-3.50636712468612e-4
185,-5.114223795042653e-4
186,-6.20494744696088e-4
187,0.002053328420625622
188,2.5745964163690455e-4
189,-4.1783993287926053e-4
190,-1.0623300777809713e-4
191,-2.735757426535602e-4
192,0.0013292423537340978
193,1.670273723104803e-4
194,-6.041941931607646e-4
195,-2.3131782948439218e-4
196,-2.9226905812867554e-4
197,-4.5423957496891964e-4
198,1.1100788241274459e-4
199,-5.131545539285818e-4
200,-5.065485563200553e-4
201,8.729836180836802e-6
202,1.3332541458824237e-4
203,-2.8372488187875276e-6
204,-4.661177464272977e-4
205,5.754790964409082e-4
206,-9.838764570884134e-4
207,-6.490925948092461e-4
208,3.020397773231061e-4
209,-6.192519121166483e-5
210,4.901117418132015e-4
211,-5.324823626069005e-4
212,3.3926391444627984e-4
213,-1.0904025281027152e-4
214,0.0015156157649031002
215,8.167092743617671e-4
216,0.0011601116199931817
217,-7.517964734582861e-4
218,-6.516751845898151e-6
219,1.5906575334227377e-4
220,-0.001042024201850249
221,6.554395554837152e-4
222,3.0444071870369606e-4
223,3.870942958023836e-4
224,-0.0014453264081898463
225,-9.217789706217876e-4
226,1.5264748826388048e-4
227,-3.3809204448225746e-4
228,-0.0015836578368344392
229,-4.509967808992046e-5
230,-2.6581237797645787e-5
231,2.2366558912659073e-4
232,1.5223910751028727e-4
233,5.130969057717553e-4
234,-6.765125487114553e-4
235,-9.46038937559216e-4
236,-1.7322666479222952e-4
237,-3.621391620471042e-4
238,-4.5546452253540057e-4
239,-9.674186795610948e-5
240,0.0012428002506456922
241,2.996316387366203e-4
242,-3.191030103200452e-4
243,-6.340360241271806e-5
244,2.4237350179151735e-4
245,0.0013769186999592876
246,0.0016270600689246267
247,-2.663445998386542e-4
248,-9.673829687542637e-4
249,0.002066072945491522
250,-5.956067022723956e-4
251,0.0015523276651624456
252,-8.502245764087275e-4
253,-7.16592911726306e-4
254,-4.096004832697722e-4
255,0.0013932325276841298
256,-6.883187780903844e-4
257,-0.0012915500541248498
258,9.490629446362092e-4
259,1.3357040861572544e-4
260,5.1370229889872564e-5
261,9.86199538723591e-5
262,7.420687623627001e-5
263,5.604927932361519e-4
264,4.82219399276482e-4
265,3.598685831573052e-4
266,-5.64098717924417e-4
267,7.66051345520218e-4
268,-4.1701824853366415e-4
269,-8.457876821676843e-4
270,5.061473166976879e-4
271,5.980039862111404e-4
272,8.414582952501399e-4
273,2.2720351992110632e-4
274,-0.0014020686875245772
275,8.70968852864734e-4
276,7.913873441007527e-4
277,-9.426445796237949e-5
278,0.0011034091128897321
279,-5.056096845299711e-4
280,-0.0013024941454880714
281,2.0902341547835844e-4
282,-0.0012003216114709794
283,2.469452573167251e-4
284,6.834663094826319e-4
285,-3.93579194673786e-4
286,-3.7266674534031736e-4
287,9.154957948321607e-4
288,-1.6129741362024035e-4
289,-0.0011600751485623662
290,-0.0015680403810728316
291,-3.837127675483059e-4
292,-5.066377796920978e-4
293,-9.082170345694188e-4
294,7.044706098355489e-5
295,0.0010912141820921776
296,-3.966754952022182e-4
297,-7.822743224655281e-4
298,-7.874048036896673e-4
299,-5.509879042716499e-5
300,0.0014306612673312827
301,-3.7744831480462454e-4
302,-0.0012934509981225282
303,0.001227226430109357
304,9.066577513050324e-4
305,5.359971730414786e-4
306,-1.322821075927001e-6
307,-0.0016631353745783445
308,-2.9508325703374733e-4
309,-5.803845412570704e-4
310,-6.1730070935394745e-05
311,-8.073701886985668e-5
312,3.1363662297181634e-4
313,-1.5502848461595463e-4
314,-0.0011521698099587001
315,1.4775527601686042e-4
316,0.001156507531769097
317,-6.720071981809597e-4
318,2.836468628353414e-4
319,-8.930917012114156e-4
320,-7.937735564782543e-4
321,-2.6234849662997285e-4
322,9.00682919982024e-5
323,-0.0013659297353408929
324,-6.631313314716476e-4
325,-5.584979325751108e-4
326,8.433398839696224e-4
327,-8.924690876976171e-4
328,-7.895867492866447e-4
329,-1.613890207982582e-4
330,-4.784391925070108e-4
331,4.512670208607294e-4
332,0.001123421960372292
333,-0.0010263408949745733
334,-5.403782279661118e-4
335,-1.3890793335766502e-4
336,-6.892446650314963e-4
337,-6.943169529324018e-4
338,-8.943599329734172e-4
339,-0.0010622018201932894
340,-3.50253252406148e-4
341,0.00109364120762277
342,0.0013648179162397247
343,0.0010482178631007898
344,-2.7883645041590723e-4
345,7.367505064826125e-5
346,-1.479499250900594e-4
347,-2.836770592639836e-4
348,-4.8331328479346287e-4
349,0.0011975222329734135
350,-2.086119609410719e-4
351,4.652300150673048e-5
352,-0.0019161375081779288
353,8.784036422958348e-4
354,0.001982992372576426
355,2.6787269356675367e-4
356,5.7858871468344964e-5
357,0.001267679251924223
358,2.4375326852678136e-4
359,0.0012981333234461353
360,1.3497720209584157e-4
361,-6.178836699460997e-4
362,0.0015983457932413944
363,8.967359174579245e-4
364,3.4863806908266474e-4
365,6.728604804342341e-4
366,3.512450968425177e-4
367,-9.239642181045564e-5
368,1.0435264111043909e-4
369,5.44247270140351e-4
370,-0.001022488687404373
371,-5.148445219214019e-4
372,-0.0013663558977496102
373,-7.66445251565133e-4
374,-5.495978393035047e-4
375,-0.0018316064616997192
376,-0.0011986006657099721
377,5.52850902145642e-4
378,7.061264770733261e-4
379,-5.60190281409214e-4
380,2.840850552126748e-4
381,3.316450261578648e-4
382,-3.5758699059531597e-4
383,6.76006311056903e-4
384,1.0280696992264664e-4
385,3.440576539071876e-4
386,-9.602691852863526e-4
387,-4.565541243312397e-4
388,6.64326157722023e-4
389,6.743296882546763e-4
390,8.383686731732623e-4
391,-0.0011375932236442632
392,-3.061144677311359e-4
393,6.553859139598918e-4
394,-0.0011271553924755468
395,3.365573751336012e-7
396,-7.41466249848766e-4
397,-1.5996948930274766e-4
398,-1.5710526149140518e-4
399,-0.0010689217796326263
400,8.610923931727854e-4
401,-6.310726559944136e-4
402,3.629844250908937e-4
403,3.869604435103561e-4
404,4.159792737279489e-4
405,5.33275638595506e-4
406,6.484855168878887e-4
407,3.4420798123731836e-4
408,-1.889487465737049e-5
409,5.336185631749338e-4
410,0.0013937952520283806
411,-0.0011303553908388925
412,-1.8627851456435224e-4
413,2.0501001902374215e-4
414,1.219528623454091e-4
415,-0.0017369359776641237
416,5.831702107962423e-4
417,-5.357214895955708e-4
418,4.7306890197041523e-4
419,3.4762015936988576e-4
420,-4.6060117007808713e-4
421,0.00115522942110163
422,-8.750614896521549e-4
423,8.29856320429377e-4
424,-3.3184359702210955e-4
425,-5.335159840557401e-4
426,0.001045185939569404
427,-4.7133177797220116e-4
428,7.546737395030519e-4
429,-2.1806079179596002e-4
430,-5.673906418063891e-4
431,-2.3917590729521547e-4
432,-8.672689632219187e-4
433,-6.696545123002369e-5
434,-1.066912481955303e-4
435,3.858951209906996e-4
436,-0.0013012924669437338
437,-4.916782687399236e-4
438,3.3757615785346947e-4
439,-4.850229406771967e-4
440,4.6549618412033836e-4
441,2.04079075458087e-4
442,2.7206453360416495e-4
443,-1.5655719097182132e-4
444,-3.892595976579936e-4
445,-0.0017699733296254582
446,4.7359101917174296e-4
447,-2.9859482301684175e-4
448,-2.046485314429129e-4
449,-4.3711357162200124e-4
450,-0.0013733962637486913
451,0.0020519735461778754
452,2.560040542800789e-4
453,-9.994389710668312e-4
454,-5.862685267525535e-4
455,-0.0010280075570312445
456,-2.0129974198960637e-4
457,0.0018280081516257297
458,-6.941313026534334e-4
459,7.350078785367863e-4
460,1.1590213135384946e-4
461,5.8433745559737755e-5
462,-5.05905709842743e-4
463,-9.298469800439602e-4
464,9.893823081009567e-4
465,-0.0010018042940490592
466,5.159928933564896e-4
467,7.900718816535896e-4
468,6.71772720312009e-4
469,-6.0020041444226724e-5
470,-2.782179116731123e-4
471,-2.4936288381732785e-4
472,-1.8220244106001833e-4
473,5.6473481961564055e-5
474,4.770917516739371e-4
475,3.747129180390189e-5
476,5.655159713695353e-4
477,2.1936568808142025e-4
478,-4.3089190205478957e-4
479,-4.216624686928416e-5
480,1.282356667476338e-4
481,3.5728088761713254e-4
482,0.0011205651553974792
483,5.287331656351819e-4
484,6.17720322233927e-4
485,-2.7541262759183326e-4
486,4.19385477498032e-4
487,-4.623257570715738e-4
488,-7.081082901907102e-4
489,-4.190657369922802e-4
490,-0.00107859178493327
491,-4.835647387335941e-4
492,5.089744913779628e-4
493,4.7120051528252435e-4
494,-8.258961390415065e-5
495,-9.413885098457726e-4
496,-9.037820073900184e-4
497,-2.20245474947669e-4
498,-3.670092153925617e-5
499,-6.762632570249275e-6
500,0.0010919637846521007
