region,region_slug,event_time,s_L,s_H,s_unknown,n_municipalities,n_voters_baseline,beta_N,beta_N_se,beta_N_lower,beta_N_upper,beta_L,beta_L_se,beta_L_lower,beta_L_upper,beta_H,beta_H_se,beta_H_lower,beta_H_upper,D_N,D_N_lower,D_N_upper,D_L,D_L_lower,D_L_upper,D_H,D_H_lower,D_H_upper,D_residual,R_min,R_min_se,R_min_lower,R_min_upper,R_max,R_max_se,R_max_lower,R_max_upper,bounds_feasible,scenario_A_feasible,scenario_A_R,scenario_A_E_L,scenario_A_E_H,scenario_B_R,scenario_B_E_L,scenario_B_E_H,scenario_C_feasible,scenario_C_R,scenario_C_E_L,scenario_C_E_H
Centro-Oeste,centro_oeste,0,0.5394093302783055,0.4605334240284708,5.7245693223702574e-05,290,6236277,-0.0995757817812978,0.016900428003355,-0.1378072060434428,-0.0613443575191528,-0.2748053439658771,0.0119769050673026,-0.3018989855520298,-0.2477117023797244,0.107303047878582,0.0222532682866944,0.056962657628166,0.1576434381289979,-0.0947786520170647,-0.12873334950067206,-0.05950068400480513,-0.12960927770179415,-0.1405631926593964,-0.11835452429652708,0.052165347640331115,0.026994755402126792,0.07863547237809648,-0.01733472195560167,0.052165347640331115,0.011409223316204524,0.02980326994057025,0.07452742534009198,0.12960927770179415,0.004908136326284491,0.11998933050227654,0.13922922490131176,True,False,0.0,0.12960927770179415,-0.052165347640331115,0.052165347640331115,0.0947786520170647,0.0,True,0.09581408477855285,0.05112448920920544,0.04364873713822174
Centro-Oeste,centro_oeste,2,0.5394093302783055,0.4605334240284708,5.7245693223702574e-05,290,6236277,-0.0186858830135193,0.0209029926952843,-0.0659717376630753,0.0285999716360366,-0.1893280838657897,0.0183080722155728,-0.2307438205652746,-0.1479123471663048,0.1525614999100216,0.0258045892927678,0.0941874634083209,0.2109355364117224,-0.01851238424143109,-0.06384267808861366,0.029012877793444858,-0.09304003567842815,-0.11114915909191397,-0.07416516197372014,0.07590239989177328,0.04548490828903468,0.10814833077489389,-0.0013747484547762118,0.07590239989177328,0.013842506118189404,0.048771087900122044,0.1030337118834245,0.09304003567842815,0.008172161280348844,0.07702259956894442,0.10905747178791189,True,False,0.0,0.09304003567842815,-0.07590239989177328,0.07590239989177328,0.01851238424143109,0.0,True,0.08442797159341024,0.009985752785525001,0.008525571701636965
Centro-Oeste,centro_oeste,4,0.5394093302783055,0.4605334240284708,5.7245693223702574e-05,290,6236277,0.0454953946058623,0.0256770368470372,-0.0125900982170964,0.1035808874288211,-0.1248407474794439,0.0232838771701143,-0.1775125369975316,-0.0721689579613562,0.1783281754406492,0.0288232256299898,0.113125509126819,0.2435308417544794,0.0465461848451858,-0.012511174496882882,0.10913550485595502,-0.06330645253613444,-0.08773465710519296,-0.03755708206181153,0.08990418274228072,0.0551592237763248,0.1269900945581266,0.01994845463903952,0.08990418274228072,0.01586538733518497,0.05880802356531818,0.12100034191924326,0.06330645253613444,0.011085520925686657,0.041578831521788595,0.08503407355048029,False,False,0.0,0.06330645253613444,-0.08990418274228072,0.08990418274228072,-0.0465461848451858,0.0,False,0.06846810886006519,-0.025107446394351886,-0.021436073882215533
Centro-Oeste,centro_oeste,6,0.5394093302783055,0.4605334240284708,5.7245693223702574e-05,290,6236277,0.0380910486656355,0.0263700161605174,-0.0215620722749834,0.0977441696062545,-0.1081352848299928,0.0297389077396096,-0.1754093679869457,-0.0408612016730399,0.1349278092712769,0.0312365809103099,0.0642657540236936,0.2055898645188603,0.03882581227680393,-0.021331272610644936,0.10268064979583968,-0.05528612860388124,-0.08678370927823742,-0.021596675568995537,0.06652597002022045,0.030568253610224975,0.1051164556270926,0.027585970860464715,0.06652597002022045,0.016463533406740855,0.03425744454300838,0.09879449549743252,0.05528612860388124,0.014397295229200115,0.027067429954649017,0.08350482725311346,False,False,0.0,0.05528612860388124,-0.06652597002022045,0.06652597002022045,-0.03882581227680393,0.0,False,0.0486453857516973,-0.02094300539774202,-0.01788058426852315
Centro-Oeste,centro_oeste,8,0.5394093302783055,0.4605334240284708,5.7245693223702574e-05,290,6236277,0.0507444667045594,0.0535144859129004,-0.070313710916772,0.1718026443258908,-0.0468909352073469,0.0488859681041634,-0.1574786781145047,0.0636968076998109,-0.0508305660177096,0.0642600762029587,-0.1961969576821912,0.0945358256467719,0.05205402410039284,-0.06789863633833026,0.1874434613825735,-0.024709553553783764,-0.0785946210437536,0.03547652916033482,-0.02282417756873232,-0.0820438687660963,0.04566121667578726,0.09958775522290891,0.0,0.0,0.0,0.0,0.024709553553783764,0.02516159686817499,-0.02460717630783922,0.07402628341540675,True,True,0.0,0.024709553553783764,0.02282417756873232,-0.02282417756873232,-0.05205402410039284,0.0,False,-0.04679679552214677,-0.028078426278283674,-0.023972617953414453
Sudeste,sudeste,0,0.48142016457051606,0.5179467948040553,0.0006330406254286788,230,6983754,-0.137595220398708,0.0034448773680365,-0.1453880744117732,-0.1298023663856428,-0.2812888759455216,0.0285086455360594,-0.3457799126465936,-0.2167978392444496,0.0420642576928013,0.0569075590835531,-0.0866695847054205,0.1707981000910232,-0.128548633900194,-0.13531333477831842,-0.12173101075576076,-0.1180392862064556,-0.1407344142174088,-0.09383229914386992,0.022251768581856426,-0.04299992746462483,0.09646822285654477,-0.03276111627559483,0.022251768581856426,0.030741381662734272,0.0,0.0825048766408156,0.1180392862064556,0.010359496655862917,0.09773467276096429,0.1383438996519469,True,False,0.0,0.1180392862064556,-0.022251768581856426,0.022251768581856426,0.128548633900194,0.0,True,0.08883312148690183,0.06188590448754641,0.0665813529050454
Sudeste,sudeste,2,0.48142016457051606,0.5179467948040553,0.0006330406254286788,230,6983754,-0.0993883836003569,0.0086648470900512,-0.1189896295096675,-0.0797871376910462,-0.1993175438975467,0.0148558868176512,-0.2329238946718159,-0.1657111931232774,0.1054171693624699,0.0162278997711913,0.0687071096578981,0.1421272290670416,-0.09460899928729383,-0.11218299218809424,-0.07668713602158717,-0.08699758641890995,-0.1000324363055683,-0.07351723894809842,0.057582248795963485,0.03683764075986678,0.07910254326986328,-0.06519366166434737,0.057582248795963485,0.009339627634950692,0.03927657863146013,0.07588791896046684,0.08699758641890995,0.005859497179346446,0.07551297194739091,0.09848220089042899,True,False,0.0,0.08699758641890995,-0.057582248795963485,0.057582248795963485,0.09460899928729383,0.0,True,0.10658467673643647,0.04554668000674083,0.049002427940472985
Sudeste,sudeste,4,0.48142016457051606,0.5179467948040553,0.0006330406254286788,230,6983754,-0.053273305473147,0.0102226234970589,-0.0763984864396081,-0.0301481245066859,-0.1728913533111828,0.014875022479572,-0.2065409919601309,-0.1392417146622347,0.1086732468830201,0.0705203154045375,-0.050854789732143,0.2682012834981834,-0.051879149548922476,-0.07355304355547276,-0.029698202571730503,-0.07643555775916763,-0.0898364120284999,-0.06257609688529145,0.05945927018246985,-0.025681526449358335,0.15932577613628743,-0.0349028619722247,0.05945927018246985,0.04071885781934263,0.0,0.1392682315083814,0.07643555775916763,0.006024155130199435,0.06462821370397674,0.08824290181435852,True,False,0.0,0.07643555775916763,-0.05945927018246985,0.05945927018246985,0.051879149548922476,0.0,True,0.0863299094084945,0.024975668713620672,0.026870639226024645
Sudeste,sudeste,6,0.48142016457051606,0.5179467948040553,0.0006330406254286788,230,6983754,-0.0381548651909926,0.017997631885977,-0.0788683370752609,0.0025586066932755,-0.1427680462635928,0.0179768242814415,-0.1834344480762205,-0.102101644450965,0.1481838196797145,0.046909268028329,0.042067683007809,0.2542999563516199,-0.037436138288376886,-0.07583840574635936,0.0025618827208071515,-0.06405047884952494,-0.08068291933582193,-0.04672771551497808,0.08272959939579955,0.022253618935271766,0.14997592678617422,-0.05611525883465149,0.08272959939579955,0.028177289973811196,0.0275021110471296,0.1379570877444695,0.06405047884952494,0.007502981500606722,0.04934463510833577,0.07875632259071412,False,False,0.0,0.06405047884952494,-0.08272959939579955,0.08272959939579955,0.037436138288376886,0.0,True,0.10211952723210573,0.018022511855674998,0.01938992783630618
Sudeste,sudeste,8,0.48142016457051606,0.5179467948040553,0.0006330406254286788,230,6983754,-0.0039349094971822,0.0238149741599099,-0.0578081238748767,0.0499383048805121,-0.1091343887886188,0.0215812113759046,-0.1579544806844837,-0.0603142968927539,0.0335247004461735,0.0431975965620357,-0.0641950520323026,0.1312444529246497,-0.0039271778851956984,-0.05616897129578413,0.05120624008079799,-0.04977407169667494,-0.07034095039817147,-0.028178202754517094,0.01765835280792409,-0.03220486597802502,0.07264021678413828,0.028188541003555154,0.01765835280792409,0.02313685508309186,0.0,0.06300658877078413,0.04977407169667494,0.009315445569893712,0.03151579837968327,0.06803234501366662,True,False,0.0,0.04977407169667494,-0.01765835280792409,0.01765835280792409,0.0039271778851956984,0.0,True,0.01969242200618657,0.0018906226237886043,0.00203406919826248
Sul,sul,0,0.538151635642058,0.4602575138440904,0.001590850513851602,769,12788128,-0.1153874239597288,0.0139547566342356,-0.1469552766349706,-0.0838195712844869,-0.2013386553012018,0.0101892607907274,-0.2243883645825647,-0.1782889460198388,0.0207580616294767,0.0090959062888083,0.0001816920661077033,0.0413344311928457,-0.10897912580701064,-0.13666741230861668,-0.08040283713761309,-0.09813976037828594,-0.10816591234460705,-0.0878798245493731,0.009653905368257477,8.3632736104152e-05,0.01942313939878713,-0.020493270796982176,0.009653905368257477,0.0042742702331964285,0.0012763357111924781,0.01803147502532248,0.09813976037828594,0.004483395748079589,0.08935230471204994,0.10692721604452193,True,False,0.0,0.09813976037828594,-0.009653905368257477,0.009653905368257477,0.10897912580701064,0.0,True,0.05981236687309455,0.05864729480388439,0.05015846150483707
Sul,sul,2,0.538151635642058,0.4602575138440904,0.001590850513851602,769,12788128,-0.0923364864013782,0.0103735947689025,-0.1158031881118172,-0.0688697846909393,-0.1494414638948115,0.0097286657998313,-0.1714492349183698,-0.1274336928712532,0.030733644616571,0.0125756403977473,0.0022855696140325,0.0591817196191096,-0.08820170980446418,-0.10934950334507576,-0.06655177858659755,-0.07470144893261492,-0.08478953916210645,-0.06438888125944532,0.014365004640457018,0.0010531536578140025,0.028060990196756813,-0.027865265512306277,0.014365004640457018,0.0059686821171348395,0.0026663876908727333,0.026063621590041303,0.07470144893261492,0.0045087519813655896,0.06586429504913836,0.08353860281609148,True,False,0.0,0.07470144893261492,-0.014365004640457018,0.014365004640457018,0.08820170980446418,0.0,True,0.05496050431185763,0.04746589439769854,0.040595499671400616
Sul,sul,4,0.538151635642058,0.4602575138440904,0.001590850513851602,769,12788128,-0.0990006161606421,0.011345073076237,-0.1246649544825208,-0.0733362778387633,-0.1131031211161237,0.0116506510666956,-0.1394587248779119,-0.0867475173543356,0.0034060328887432,0.01520991447105,-0.0310011840774906,0.0378132498549771,-0.0942578500592881,-0.11720737124590697,-0.07071172157720684,-0.057550709685169676,-0.07005177705447811,-0.04471578900976638,0.001570325000623954,-0.014049625192573788,0.01773706705977311,-0.038277465374742387,0.001570325000623954,0.007024361929177969,0.0,0.015338074381812773,0.057550709685169676,0.005599313690654514,0.04657605485148683,0.06852536451885252,True,False,0.0,0.057550709685169676,-0.001570325000623954,0.001570325000623954,0.0942578500592881,0.0,True,0.04495320872920095,0.05072501618150975,0.043382883728576994
Sul,sul,6,0.538151635642058,0.4602575138440904,0.001590850513851602,769,12788128,0.0486793062478535,0.0507927051863577,-0.0662217756073631,0.1635803881030703,-0.0902814041190452,0.0884996266721313,-0.2904814685003742,0.1099186602622838,0.0452358308290631,0.0872784032832139,-0.1522016343156496,0.2426732959737759,0.04988360563408056,-0.06407672367955575,0.17772002606100812,-0.0464564579424547,-0.13566620357363957,0.06252637282794059,0.021298220667167446,-0.06498141259093138,0.12641070289223266,0.07504184290936783,0.021298220667167446,0.04202941560001785,0.0,0.10367587524320243,0.0464564579424547,0.04351483966290216,-0.038832627796833545,0.13174554368174293,True,False,0.0,0.0464564579424547,-0.021298220667167446,0.021298220667167446,-0.04988360563408056,0.0,False,-0.001661083643553534,-0.026844943963703835,-0.02295930431072098
Sul,sul,8,0.538151635642058,0.4602575138440904,0.001590850513851602,769,12788128,0.1212088325122112,0.0614932871089293,-0.0178986473852598,0.2603163124096824,0.0559183951403256,0.0722051328474536,-0.1074209633213375,0.2192577536019888,0.1133543722285724,0.0721356162513923,-0.0498277287673771,0.2765364732245222,0.1288606305550919,-0.017739418008251184,0.2973403866347395,0.030949844370659025,-0.0548120861103881,0.13192904545776896,0.05524414314185545,-0.022371595178369914,0.14661735247953236,0.042666643042577425,0.05524414314185545,0.037186029705295054,0.0,0.12812876136423376,-0.030949844370659025,0.0410920479680007,-0.1114902583879404,0.049590569646622354,False,False,0.0,-0.030949844370659025,-0.05524414314185545,0.05524414314185545,-0.1288606305550919,0.0,False,-0.004064930309812982,-0.06934655910308966,-0.05930907345166843
National,national,0,0.5908936318101942,0.4082215522153828,0.0008848159744230629,2793,61564214,-0.1153540797441122,0.005774277403304,-0.1284164027319803,-0.1022917567562441,-0.2590832284586218,0.0066194088105625,-0.2740573715129256,-0.2441090854043181,0.1553946414536716,0.0185319123077856,0.1134725432862661,0.197316739621077,-0.10894941491952237,-0.12051291793732855,-0.09723387487380519,-0.13486627864235973,-0.1416440253464783,-0.12798627731247364,0.06862974128327844,0.049052364035965475,0.0890452894523566,-0.04271287756044108,0.06862974128327844,0.008836966354971323,0.05130928722753464,0.08595019533902223,0.13486627864235973,0.00301863147941666,0.12894976094270308,0.14078279634201638,True,False,0.0,0.13486627864235973,-0.06862974128327844,0.06862974128327844,0.10894941491952237,0.0,True,0.11310524055468364,0.06437751546539233,0.044475499271405206
National,national,2,0.5908936318101942,0.4082215522153828,0.0008848159744230629,2793,61564214,-0.0703269530412557,0.004291207635414,-0.080034339130762,-0.0606195669517493,-0.1964407844900898,0.0054658139805527,-0.2088053147367199,-0.1840762542434598,0.1730439220170991,0.0326332643967216,0.0992223492165675,0.2468654948176307,-0.06791097925889589,-0.07691535208203926,-0.05881877188003637,-0.10538588852366111,-0.11135200358651397,-0.09934554731056751,0.07712053131342846,0.04258233108665563,0.1143048650787303,-0.03964562204866323,0.07712053131342846,0.01583829653465144,0.046077470105511636,0.10816359252134528,0.10538588852366111,0.0026536950109221236,0.10018464630225375,0.11058713074506847,True,False,0.0,0.10538588852366111,-0.07712053131342846,0.07712053131342846,0.06791097925889589,0.0,True,0.1048432566789616,0.04012816517407576,0.027722725365533146
National,national,4,0.5908936318101942,0.4082215522153828,0.0008848159744230629,2793,61564214,-0.0440931356697116,0.0140262674379581,-0.075822757021812,-0.0123635143176113,-0.1494229951081948,0.010974711630811,-0.1742495176334789,-0.1245964725829108,0.155073268215174,0.0628898743735596,0.0128064884335468,0.2973400479968012,-0.0431351649243642,-0.07301950721707462,-0.012287400077219512,-0.08201322790565967,-0.0944914227124825,-0.06922136538587481,0.06847651866094893,0.005261503368073097,0.14135610933246917,-0.029598455679653468,0.06847651866094893,0.029979481791530715,0.009716734349548735,0.12723630297234914,0.08201322790565967,0.005584815687422895,0.07106698915831079,0.09295946665300854,True,False,0.0,0.08201322790565967,-0.06847651866094893,0.06847651866094893,0.0431351649243642,0.0,True,0.08608522264143942,0.02548829426088926,0.01760870398049049
National,national,6,0.5908936318101942,0.4082215522153828,0.0008848159744230629,2793,61564214,-0.0016822882525838,0.0116776168749971,-0.0280988929107719,0.0247343164056041,-0.0920398552635131,0.0133447193275742,-0.1222277076759167,-0.0618520028511094,0.245653918785525,0.0323376625689546,0.1725010437770128,0.3188067937940372,-0.0016808739988734,-0.027707790760017836,0.025042747301970092,-0.051957987252885536,-0.06798418170806837,-0.0354406199786512,0.11367216795312678,0.07685712116357106,0.153281292785067,-0.06339505469911463,0.11367216795312678,0.016876823019665678,0.08059359483458205,0.14675074107167152,0.051957987252885536,0.007191944912242575,0.03786177522489009,0.06605419928088098,False,False,0.0,0.051957987252885536,-0.11367216795312678,0.11367216795312678,0.0016808739988734,0.0,True,0.11435833694602536,0.0009932177418096276,0.000686168992898577
National,national,8,0.5908936318101942,0.4082215522153828,0.0008848159744230629,2793,61564214,0.0270477075202573,0.0147823554464902,-0.0063923037360496,0.0604877187765642,-0.0682394800073386,0.0156311593698026,-0.1035996191385781,-0.0328793408760992,0.1617477333383725,0.0195880798968788,0.1174364180941845,0.2060590485825604,0.027416817102918323,-0.0063719164262787675,0.06235455047660565,-0.03897725628675462,-0.05815208591351903,-0.019112271942290163,0.07166886506048738,0.05086853775752113,0.09341160786176247,-0.005274791670814433,0.07166886506048738,0.009400131835346251,0.053244606663208724,0.09009312345776603,0.03897725628675462,0.008627092824610702,0.022068154350517646,0.055886358222991595,False,False,0.0,0.03897725628675462,-0.07166886506048738,0.07166886506048738,-0.027416817102918323,0.0,False,0.060476729425928806,-0.016200422630619254,-0.011192135634558573
